65.0,65.0
70.0,66.0
53.0,60.0
72.0,75.0
70.0,80.0
63.0,65.0
61.0,68.0
68.0,75.0
62.0,75.0
80.0,68.0
68.0,68.0
77.0,75.0
58.0,57.0
65.0,48.0
65.0,65.0
73.0,48.0
58.0,82.0
71.0,75.0
60.0,68.0
50.0,75.0
75.0,75.0
72.0,75.0
70.0,68.0
45.0,60.0
66.0,68.0
66.0,66.0
80.0,67.0
75.0,61.0
68.0,68.0
65.0,60.0
60.0,75.0
58.0,68.0
62.0,60.0
66.0,46.0
65.0,65.0
57.0,70.0
70.0,65.0
72.0,75.0
72.0,61.0
75.0,67.0
63.0,65.0
60.0,73.0
57.0,48.0
60.0,75.0
65.0,68.0
70.0,65.0
67.0,50.0
66.0,72.0
72.0,66.0
67.0,60.0
85.0,50.0
55.0,75.0
65.0,66.0
50.0,75.0
67.0,75.0
50.0,68.0
70.0,60.0
45.0,66.0
83.0,68.0
75.0,75.0
62.0,75.0
64.0,75.0
65.0,68.0
55.0,70.0
61.0,75.0
65.0,75.0
50.0,75.0
65.0,64.0
65.0,67.0
66.0,68.0
57.0,68.0
64.0,68.0
68.0,73.0
60.0,75.0
72.0,62.0
65.0,75.0
65.0,68.0
81.0,67.0
66.0,68.0
63.0,68.0
80.0,55.0
68.0,60.0
66.0,57.0
65.0,48.0
72.0,75.0
64.0,70.0
55.0,68.0
80.0,70.0
75.0,66.0
68.0,67.0
75.0,46.0
68.0,68.0
60.0,80.0
73.0,68.0
65.0,48.0
55.0,68.0
62.0,57.0
76.0,75.0
64.0,75.0
65.0,60.0
57.0,56.0
45.0,75.0
50.0,60.0
75.0,75.0
56.0,68.0
60.0,57.0
72.0,73.0
55.0,68.0
63.0,70.0
46.0,75.0
75.0,65.0
65.0,55.0
68.0,75.0
55.0,67.0
60.0,73.0
69.0,75.0
50.0,65.0
65.0,57.0
48.0,60.0
60.0,66.0
70.0,67.0
64.0,46.0
62.0,55.0
70.0,72.0
63.0,68.0
44.0,68.0
60.0,66.0
70.0,69.0
69.0,67.0
70.0,61.0
66.0,57.0
64.0,72.0
65.0,75.0
78.0,68.0
68.0,80.0
62.0,50.0
75.0,61.0
70.0,75.0
62.0,65.0
48.0,72.0
50.0,60.0
52.0,75.0
45.0,67.0
73.0,61.0
70.0,60.0
78.0,70.0
68.0,68.0
60.0,65.0
69.0,70.0
78.0,75.0
56.0,75.0
68.0,60.0
58.0,66.0
75.0,75.0
75.0,81.0
55.0,45.0
64.0,62.0
82.0,57.0
67.0,60.0
62.0,68.0
80.0,70.0
73.0,73.0
66.0,75.0
75.0,68.0
60.0,65.0
72.0,65.0
70.0,75.0
65.0,68.0
64.0,73.0
57.0,62.0
70.0,75.0
64.0,68.0
45.0,67.0
62.0,73.0
76.0,60.0
72.0,75.0
67.0,57.0
70.0,60.0
70.0,61.0
66.0,75.0
70.0,60.0
73.0,75.0
73.0,68.0
