70.0,63.635498889339104
53.0,63.10023129442432
72.0,66.43315343250845
70.0,72.43271290835793
63.0,62.23707429994917
61.0,60.86415422897527
68.0,61.20655011184914
62.0,70.14768483563374
80.0,64.02635309319945
68.0,65.32062615337739
77.0,68.61383684767668
58.0,58.330461523679375
65.0,62.48013242402443
65.0,61.602048103222096
73.0,65.2567668896134
58.0,63.5058571493663
71.0,65.2358915252763
60.0,62.177454811922445
50.0,61.421492240674
75.0,67.96125785455365
72.0,65.60729687675675
70.0,67.5267792973126
45.0,66.35685427045071
66.0,65.00870893086717
66.0,63.95651641816681
80.0,62.45916861271975
75.0,63.14352696494055
68.0,65.01525380206269
65.0,70.48979882951302
60.0,64.86795046631217
58.0,61.64041267509615
62.0,61.45611346288253
66.0,61.24933454984076
65.0,67.35168919253644
57.0,64.04392201196332
70.0,65.80719822596059
72.0,79.49294267019982
72.0,66.44852295675516
75.0,65.05223015359783
63.0,61.18782500051928
60.0,69.2077054177019
57.0,64.17373069931301
60.0,66.40021761305553
65.0,62.39637360003044
70.0,62.311497710136024
67.0,62.881775042623296
66.0,62.34043035514142
72.0,72.37075815074046
67.0,62.01679829382496
85.0,66.20339989190474
55.0,65.7739453947734
65.0,70.69044494466392
50.0,63.204341915616325
67.0,68.17298686295415
50.0,62.312684722114426
70.0,65.55282333842148
45.0,66.46048019576388
83.0,73.57835987944685
75.0,66.26478135519066
62.0,61.89962500545234
64.0,61.940296579894394
65.0,62.410118874469056
55.0,64.80257697150094
61.0,65.96136701948126
65.0,65.55846384986911
50.0,66.39312058291439
65.0,61.39729439227705
65.0,60.92236459093026
66.0,64.91311925462874
57.0,60.950004645860496
64.0,70.21434011299422
68.0,62.972168789074786
60.0,68.99138490241627
72.0,76.76081223065775
65.0,65.4907387565059
65.0,65.61872312630452
81.0,73.4418234776285
66.0,63.32743138447329
63.0,69.74857014324118
80.0,62.98610884031888
68.0,62.04119041815461
66.0,62.79645396901118
65.0,63.725521058138874
72.0,70.17563099446014
64.0,58.57554131518054
55.0,59.82993491798293
80.0,67.47052643144788
75.0,65.9435758334695
68.0,63.77788324370436
75.0,68.27983367830902
68.0,62.137613644595426
60.0,62.955242386217016
73.0,61.153491730775286
65.0,63.11284828407466
55.0,63.415154611776494
62.0,63.52400328627139
76.0,63.13449307410562
64.0,65.39100693728314
65.0,61.068984233064654
57.0,60.8864248481364
45.0,59.070077129088844
50.0,60.83817752448681
75.0,69.92837791052688
56.0,58.16017170037077
60.0,68.22375426341785
72.0,64.10035257434306
55.0,66.55819506793615
63.0,62.92782418381778
46.0,64.2334103499636
75.0,70.68801920556191
65.0,62.914000640483366
68.0,67.21542869270255
55.0,65.57697738491088
60.0,68.45554570994055
69.0,72.59054104817461
50.0,53.652651885846204
65.0,60.34563550241281
48.0,62.302131159377176
60.0,67.30820941538295
70.0,67.05481203134016
64.0,63.15694091842596
62.0,63.48059363713781
70.0,62.1309951044412
63.0,62.61784729591782
44.0,67.32411280431032
60.0,64.82809259972618
70.0,64.99849961964605
69.0,63.90420545253363
70.0,64.4634784034899
66.0,65.43681726361858
64.0,64.72353143031378
65.0,62.98445774086488
78.0,78.15609469453337
68.0,65.20140047780865
62.0,64.21610790364954
75.0,64.759375718489
70.0,66.4317010486254
62.0,60.707430493945985
48.0,60.00115526241088
50.0,59.9228902428914
52.0,69.27279282476742
45.0,65.56823143280921
73.0,68.00528810899111
70.0,66.21384071193255
78.0,64.82190525053834
68.0,65.77285627073316
60.0,68.52586679691478
69.0,63.02319697510387
78.0,83.2797169105658
56.0,65.19560817721455
68.0,64.80943468528747
58.0,60.10786949591255
75.0,75.81306783355642
75.0,64.79216037324483
55.0,62.27802155880617
64.0,62.0621029185898
82.0,72.92299737407937
67.0,67.88925296458703
62.0,75.1188851802098
80.0,64.8703080548178
73.0,68.12386540319318
66.0,66.916384125696
75.0,66.10303593389393
60.0,63.22641575943956
72.0,64.55604730511008
70.0,63.10273985445494
65.0,63.70375124786206
64.0,66.84625406784747
57.0,65.12888143523061
70.0,64.23564533481908
64.0,62.382738387032916
45.0,61.20607502459599
62.0,60.46173153781568
76.0,69.2562506795948
72.0,66.39240906226142
67.0,63.65690442553018
70.0,63.53580552004918
70.0,67.16327594503284
66.0,64.86203550540355
70.0,65.3109842587259
73.0,69.7478668795379
73.0,70.54219584802712
